Id,SalePrice
109,41558.22984060075
544,-286.8944470449642
153,34191.94767286087
318,-25958.9556141067
255,-1046.455993519805
138,18929.892333055497
2827,3845.6714419396303
145,-7948.0011046484
1942,-5941.23648926118
1956,62143.71843671831
1044,6822.511964762845
2752,-3710.353377461375
807,-200.26004699220357
1177,-3503.6013673906273
1480,5042.609118415741
324,5966.059299528744
1311,-9186.75436475077
770,-6760.703751917637
2063,2961.6103345853044
69,-16899.19532309909
2062,-6699.889259190808
351,-18110.299596814264
2393,-14417.696803826257
12,-206.08560593161383
2339,-2110.559152828122
624,-6022.549842697888
86,3349.362202303455
1534,-10260.706123643613
2243,-14953.740612518362
1957,-2097.264368470831
380,441.40454727911856
2860,-42913.5196191211
2517,-15064.785090890306
1933,-2249.28209494616
820,-10575.608710550412
675,12996.737554350097
2910,2415.950542176288
21,21067.964387453016
1873,-18250.845979160076
2125,9275.892218396912
1489,3596.5580317339336
2383,-33502.104980074335
983,4363.407766888238
1325,11914.388177334913
1378,-1347.2051543623966
1537,-47605.13309210073
905,21479.560628411797
1532,-1285.729656288342
132,-3824.666131600359
1078,7150.685466031195
2511,17066.17699050909
912,-1195.8579324203602
2351,44946.35710852069
330,15740.322302556408
2586,-5187.068074555282
224,-10868.323907368147
98,3846.999287582352
2565,-1788.8075755978643
1934,2902.5942128117313
997,8717.37123276852
64,17415.181986324606
1799,27277.400401034916
230,-22717.800782330654
1295,-16039.628001285426
638,-8620.81171077842
2278,-8229.451010892633
2202,1574.1149125944357
2833,17586.65466668349
1707,8797.248825277726
2428,-9577.832191881054
242,-60282.492519330146
1564,-7340.904926197662
2613,-10372.035421874403
2832,1567.3189309902955
2459,-3328.7595280425157
1360,-9514.856648553745
2723,-23951.8241946318
1350,887.3675472551258
136,-2114.912306880171
2235,-4798.334608637582
1993,-11974.624699618129
367,-61135.06507255626
1309,-10257.981977341784
402,-7173.908391543839
1592,-1499.3115439526737
2409,-31240.451652142103
539,-3420.4148625595553
1940,3880.5303827311145
588,-21639.68707900506
96,5682.846907810977
1187,-3501.427097359381
2154,16565.651772981248
550,-8128.8125102807535
811,-1148.7104819679662
124,-22982.945088297303
1836,25642.690544905025
779,1040.931514180702
1886,-5491.6322567592
1724,5395.766018061142
2450,-41928.28791860142
1013,13803.842416948813
2084,4432.606743298049
1184,5398.3637541397475
728,2168.505164580958
950,1340.9814905305102
2524,11114.048341529473
2513,10824.674027435627
2028,23304.121736967354
2309,-17632.55624616347
51,-13904.420529651543
699,-18929.01387745682
1881,-9872.841126675921
1345,-13267.283670248784
166,-16325.782582008338
781,-13783.495255248003
379,-12687.095909049647
2818,-1580.2742948157538
1168,-16311.711923026654
1396,-941.5742342137091
838,-23942.084079470078
1492,13066.993715439196
637,2097.93442239266
1826,-6569.624236705175
173,-8603.77749077724
715,3956.3829027844477
1183,113716.94235884096
2433,13289.538501932024
2866,1231.5873400082637
2311,3032.7681898839073
1551,-469.12943327201356
1049,-14664.672174451116
657,-3923.1368441976956
414,-5032.62320761368
1181,-27673.904218898446
1514,-2119.0819732881355
1040,-6447.722467358675
216,2403.0696839590673
1720,5784.402320851543
2331,-15531.89015052002
204,-14254.409433641675
19,-32727.99910267572
2438,-20670.258740547433
89,25727.995770468056
240,10022.349823390687
105,5532.680244757212
2020,4096.700427514414
888,-11538.393083625968
1019,10964.679039823153
2132,7922.2001358270645
203,-22835.53197847733
420,4746.377416894742
2333,-100512.99040965264
632,-1373.2964932852192
2800,4583.947592252196
1885,4667.545619021548
1734,5437.001631076448
2327,39125.0048289565
1282,16574.62014705295
2688,-11791.797035375319
2581,1236.239837857196
2067,38943.72766770306
2115,13543.1836102987
754,2073.9694537673495
1079,19898.86549517745
2615,-2888.806485060486
329,-1402.8105946551805
1320,4184.95845141093
416,-11855.207618573186
284,-288.485344065004
1385,-4980.538892040175
275,-45057.999059673544
2024,-30117.91115253989
68,-12654.885253814486
1910,9629.149444613315
381,5076.022839528188
1323,3450.819444720604
2432,8469.8595360264
777,-14091.939029624002
1107,-20630.12910048396
30,781.3970287774282
282,-7347.521663347754
188,-3400.2817633367667
2356,-6214.657588706526
1554,19880.032417220653
1464,-23320.96003121868
2469,16945.20952046133
1834,27161.76458052121
1779,-21888.152791868342
2569,10913.741063328576
2334,-3073.8045030668145
2330,-18910.201035316277
2119,6684.718688330147
988,9069.428539795743
382,5571.651304282277
670,-5950.859917484544
2760,7112.265395272872
543,-32038.589604887762
2835,2857.765810782046
1735,12952.70472532892
448,42888.3089995372
2287,-8276.354821605171
524,34330.6808865685
1767,9317.305929048976
2206,15487.359822215134
1740,2160.5446002678655
199,-7110.325686316282
2214,-9449.853427918308
323,-25265.84891782896
2421,-26853.577233541728
952,11307.275807233615
24,2345.776571963448
1139,1254.1434266258439
518,-7914.183497601392
1390,5212.688802545541
277,-2247.3448318240116
54,-9596.498244609247
649,806.0618948712654
2600,-915.3826784202683
617,9127.218439023913
2209,-2193.192898102032
2814,-5994.668065323465
2542,1035.048978666775
2323,28769.135530235944
1393,-40901.33203826702
490,780.5482537258067
542,1454.6907401324133
973,11376.521589792188
1012,7613.992680418538
2218,-1954.097096343903
2033,-11111.748419998301
1071,-38389.23456627887
1583,18326.928830895224
2858,26936.29060009864
2265,19371.53525263327
1088,2784.107147740433
698,-7303.874743383902
1896,8478.65426012958
628,10362.150754346483
1212,7947.636731069972
2864,-31720.935277321958
2740,4597.778067318257
2560,23638.983089600428
1716,5541.846830929484
1130,-18024.72428203153
201,-4394.4647895045055
2886,-14449.498122760619
2328,-2508.109989890596
2583,-1741.9340004729456
1206,2873.402193233618
2242,-8952.860594963378
1105,28518.978908384393
121,-16812.95187405107
1223,-3004.8768045079196
265,-20585.91328177927
2813,-3069.4295061639277
1294,11356.380497785387
2745,2016.1941897743673
1094,-13618.249816834315
651,575.514241056735
198,-4110.861691019789
131,-10989.360062743974
1258,2645.7432275384635
1599,-6988.50282429604
1508,13032.033335492379
615,5816.8255468565185
1815,7278.2121404783975
2712,-4875.97933240456
2051,-14195.114475172217
1863,26314.90068013055
2510,7555.885598717228
1069,-14671.956865007582
336,-5007.386373977468
2417,3450.137592805142
1962,6433.677095139079
372,1464.8938379251922
2578,3548.9371960093267
2824,14205.508788397216
471,923.8671376628918
1544,3701.5273457859003
2141,4347.981796465829
2008,-36822.42566287631
1075,-33221.426332458796
34,-14732.432230646635
847,-6553.215826575208
1629,4207.475672087487
2073,-3970.5369005976827
960,-23944.238215370628
955,24447.23695510137
2476,6438.105355683772
1590,-5028.745651775127
2913,642.00919331974
149,4276.5807997404045
2525,22503.75044818758
1470,-9638.813773403992
412,3390.900253623011
1399,8414.171159443737
183,7253.383785909085
974,-2798.367410810417
930,-4743.538368416659
881,-1437.4525901975285
1180,2145.4441730362305
1553,-12573.129664615873
928,-3715.0665253654297
1512,9723.610300706277
3,-35594.520477018465
2140,1415.6977575633646
553,-12287.059892524834
2594,10297.814368201944
1314,2878.030551100732
366,13296.392850536446
1462,-14102.654014718195
2541,-10007.719038358337
2088,-5353.8162332920765
527,-17705.493406665628
1824,829.9215501732542
2918,-5919.521304852431
49,-23627.20328406262
2332,15790.606214750092
826,45655.97699161834
1108,-12990.988489514857
2041,-4984.249773042713
57,8886.607146409719
520,-22731.198255262396
2305,3070.9156981807464
2533,-12517.521122270773
2852,-3909.8688996076817
1198,7832.793795576115
1681,5343.475143097719
1773,-100300.67194200587
1825,958.9049886930152
2208,172.98243800958153
1646,28358.69386785713
1060,62817.66946548701
748,-13134.384045304963
2846,-28327.90170128265
493,-6420.432028347452
694,-2962.0744176751177
2283,20733.177467385336
1800,20618.36623252643
1632,-2503.9098035011266
2624,-10982.406986121176
2197,2105.803321953572
1045,-420.2108101501799
2549,-15868.404365439084
2829,8241.983736208727
2480,-56726.09393785251
2724,182.47531094477745
2352,-23829.793966812635
1783,109749.5381477584
338,-4157.892542951595
196,7342.701006586663
762,7567.335026034547
151,-3566.4046405275294
158,43536.30043082315
2572,2572.753145815979
1686,9614.412577876588
943,-21360.74293966438
735,-1776.7546825710451
2741,992.8620949800825
1106,-3048.1030494989245
2375,9385.955440090329
1701,6405.485879000742
2657,4749.318726162004
907,-42374.66288207396
