Id,SalePrice
2658,228792.198435925
2718,233097.55624754418
2414,181102.08113798947
1989,122814.15999606824
625,169841.91455375467
333,136502.9899612164
1327,136613.3837512579
858,155932.29700852348
95,201414.53850562868
1568,157146.62869898017
2482,150302.21371640608
1364,130762.5128790575
2584,167744.43254296583
818,323620.46408158855
2673,217642.42564173174
2089,163880.64989151273
1297,174478.45373549842
790,134405.5079504276
2616,211681.1609794898
720,208258.95348820277
222,132970.38867988784
557,111333.20583175041
1148,194459.72973301308
2766,125022.03579689859
534,150412.60750644762
1452,111333.20583175041
630,207817.3783280367
2648,209142.1038085349
125,132308.02593963873
1904,89916.81056369602
1670,110670.84309150132
756,149308.66960603243
717,307392.57694548543
1032,145996.8559047869
852,180660.5059778234
1731,176907.1171164118
2639,198875.48133467376
2071,126125.97369731376
1267,116411.32017366022
1851,165867.73811226006
567,151074.9702466967
2439,224155.6592541813
1898,162445.530620973
647,166419.70706246764
2256,181654.05008819705
979,164322.2250516788
1444,213116.28025002952
2485,122482.97862594368
157,119281.55871473967
88,130762.5128790575
2003,153724.42120769314
186,266326.08705004095
1425,194238.94215293005
2695,166088.5256923431
738,142022.6794632923
395,129216.99981847625
1353,216869.66911144112
1878,164322.2250516788
390,147652.76275540967
1456,221837.3896633094
1103,237402.91405916336
1387,141801.89188320923
2070,145776.06832470387
1199,200310.6006052135
2479,192914.21667243182
501,243695.36009152987
2362,110670.84309150132
1718,159685.68586993509
2188,101397.76472801385
1483,109566.90519108615
2557,98417.13239689288
437,294145.3221405033
2224,188167.28370064657
1628,178452.63017699306
397,131866.45077947265
587,206271.86526745546
971,211460.37339940676
2611,149198.2758159909
1887,113320.29405249773
2399,212453.91750978044
2148,177017.5109064533
304,138158.89681183916
1997,165867.73811226006
2817,174478.45373549842
1431,202297.68882596082
427,241377.090500658
263,112657.93131224863
598,161672.7740906824
2895,204395.17083674966
687,180991.68734794794
1822,126236.36748735528
2191,164543.01263176184
179,154055.60257781768
1009,151516.54540686277
2010,156594.6597487726
1991,197219.574484051
